Gene	t_all	t_sub	t_vis	t_status	t_location	t_interaction
CRYL1	-0.313	-0.638	0.1052	-0.3162	0.1526	0.4942
EEF1AKMT1	-1.696	-1.83	-0.5136	-1.644	-0.9864	0.9901
XPO4	-0.9741	-0.4922	-0.833	-0.9749	0.2773	-0.3432
SKA3	1.168	0.868	0.7807	1.111	1.431	0.2238
ZDHHC20	1.072	0.5178	0.9161	1.058	-0.03719	0.3922
MICU2	0.1232	-0.1017	0.256	0.1383	-0.333	0.2568
SACS	-0.9911	-0.554	-0.766	-0.9448	-0.8119	-0.09432
MIPEP	0.2876	0.3178	0.3344	0.4656	-2.992	-0.04514
SPATA13-AS1	-1.051	-0.391	-1.081	-1.059	0.4058	-0.4493
CENPJ	-0.2368	-0.9061	0.4402	-0.1681	-1.433	0.8934
MTMR6	-0.2427	-0.4985	0.1063	-0.2367	-0.04996	0.4106
USP12	-0.004427	1.115	-0.7746	0.09249	-1.939	-1.308
LINC00412	0.369	0.2173	0.2451	0.3249	0.844	-0.04602
FLT3	0.9595	0.429	0.8719	0.8959	1.822	0.1746
FLT1	0.2633	0.3539	-0.04385	0.2322	0.5681	-0.3009
SLC46A3	-0.3201	-1.134	0.4789	-0.4909	2.849	1.179
SLC7A1	-0.5286	0.4314	-0.9877	-0.4308	-5.952	-0.9971
UBL3	0.6293	-0.8655	1.475	0.5947	0.5618	1.663
KATNAL1	-0.7988	-1.02	0.2253	-0.7269	-2.213	1.014
MICOS10P1	-0.1968	-0.7617	0.2789	-0.2675	1.371	0.7118
N4BP2L2-IT2	0.3024	0.7043	-0.2781	0.2186	1.858	-0.6656
STARD13	-0.654	-0.697	-0.8046	-1.076	4.926	-0.1655
DCLK1	0.4279	0.2771	1.369	0.937	-6.445	0.3999
SPART	0.345	-1.148	1.299	0.3557	-0.3055	1.71
ALG5	0.5138	0.22	0.7524	0.7051	-2.887	0.3589
POSTN	0.2545	0.04629	0.9081	0.6012	-5.342	0.4927
PROSER1	0.4019	0.4394	0.2798	0.5193	-2.032	-0.157
LHFPL6	0.3663	0.6745	-0.1376	0.48	-1.998	-0.6581
FOXO1	0.1625	1.121	-0.691	0.416	-4.37	-1.327
ELF1	-0.339	-0.4058	-0.3614	-0.5482	3.337	0.03613
KBTBD6	-0.8965	-0.1762	-0.9125	-0.8753	-0.1714	-0.6408
KBTBD7	0.02935	-0.9059	0.6086	-0.04794	1.554	1.031
MTRF1	0.07143	0.1601	-0.02147	0.1046	-0.6748	-0.1377
LINC01050	-0.3607	-0.3473	0.003509	-0.2852	-1.667	0.3002
EPSTI1	0.3995	0.4263	0.05052	0.2986	2.578	-0.2288
TSC22D1	0.7429	-0.2221	2.328	1.257	-5.459	1.566
NUFIP1	-0.0688	-0.1695	0.1202	0.006281	-1.522	0.1937
SLC25A30	1.254	0.6802	1.365	1.36	-1.618	0.1596
CPB2	0.2993	-0.4553	0.7278	0.2557	0.8418	0.8367
LCP1	-0.4145	-0.7192	0.3109	-0.295	-3.565	0.7459
LINC00563	0.1905	0.1466	0.03797	0.1196	1.468	-0.06312
ESD	0.5587	0.1506	0.9114	0.8121	-3.518	0.5767
SUCLA2	-0.8622	0.3773	-1.391	-0.8262	-0.5371	-1.273
RB1-DT	-2.072	-0.294	-2.908	-2.295	2.283	-1.864
LPAR6	0.1998	0.9577	-0.7479	0.08917	2.463	-1.203
CAB39L	0.8225	-0.01378	1.431	1.093	-3.353	1.059
KPNA3	-0.4262	-0.9209	0.1744	-0.3718	-1.098	0.6777
SPRYD7	-0.1672	0.05863	-0.1292	-0.06027	-2.317	-0.1333
MIR5693	0.0633	0.04593	-0.08218	-0.03892	2.095	-0.09146
INTS6	-0.04737	0.3747	-0.4785	-0.01312	-0.6763	-0.5935
DHRS12	-0.2753	-0.8324	0.2143	-0.3029	0.6041	0.6677
TMEM272	0.1522	-1.182	0.6309	-0.02569	4.138	1.129
ATP7B	-1.247	-0.2168	-1.855	-1.486	2.745	-1.118
NEK3	-1.196	-1.214	-0.317	-1.147	-0.8639	0.7982
THSD1	0.8437	0.1008	1.312	1.002	-2.276	0.805
DIAPH3	-0.4582	-0.7305	0.546	-0.363	-2.502	0.9261
LINC00395	1.511	1.663	0.637	1.58	-1.222	-0.6839
DACH1	1.292	1.527	0.261	1.241	0.9603	-0.9226
DIS3	-0.146	0.1656	-0.2891	-0.1071	-0.7557	-0.3211
KLF12	-0.9162	-0.29	-1.294	-1.054	2.03	-0.542
TBC1D4	-0.3298	-0.2289	-0.3324	-0.4087	1.482	-0.127
RNF219	-1.057	-0.9442	-0.63	-0.9972	-1.634	-0.09297
SPRY2	-0.02727	0.3682	-0.2911	0.04305	-1.411	-0.4674
TGDS	0.6804	1.021	0.1445	0.7969	-1.892	-0.6159
DZIP1	0.255	0.3534	0.1013	0.3438	-1.662	-0.2299
UGGT2	-0.7894	-0.1823	-0.9157	-0.7517	-0.601	-0.4333
STK24	-0.8508	-0.9403	-0.1992	-0.8208	-0.3863	0.5773
DOCK9	0.06018	1.213	-0.852	0.183	-2.382	-1.457
GPR18	1.675	0.4862	1.758	1.74	3.616	1.147
RPS26	0.3677	0.7408	-0.1512	0.3636	-0.02306	-0.6109
TMTC4	0.1094	0.2451	-0.1441	0.096	0.2386	-0.2856
TEX30	0.3569	-0.2525	0.5846	0.3858	-0.6411	0.6137
POGLUT2	0.1929	-0.02782	0.399	0.2447	-1.036	0.2718
EFNB2	1.06	1.104	0.5438	1.236	-2.338	-0.7284
MIR1267	-0.1179	0.8357	-1.003	-0.2594	2.649	-1.293
MYO16-AS1	0.2463	0.01652	0.1848	0.1713	1.59	0.1445
IRS2	-1.126	-1.393	-1.034	-1.734	5.283	0.3172
COL4A1	1.297	0.8945	1.272	1.477	-2.267	-0.09595
RAB20	-0.1653	-1.502	0.564	-0.2709	1.988	1.26
LINC00346	1.135	1.453	0.3958	1.079	1.272	-0.4367
GAS6	-0.09879	0.8082	-0.8833	-0.1866	1.708	-1.186
DNAJC15	0.7659	0.4115	0.773	0.877	-1.796	0.3382
LACC1	1.238	1.47	0.3136	1.187	0.9591	-0.7587
UCHL3	0.4445	-0.05304	1.284	0.7231	-3.984	0.7694
LMO7	-1.584	0.3795	-2.744	-1.861	2.812	-2.327
SLITRK5	-0.4702	-1.774	0.7173	-0.5186	0.9826	1.688
BIVM-ERCC5	-0.4919	-0.4199	-0.5707	-0.716	3.291	-0.2149
BIVM	-0.1954	-0.677	0.2124	-0.1654	-0.5572	0.5373
TNFSF13B	0.4636	0.0761	0.401	0.3801	2.031	0.2722
MCF2L	0.8274	1.086	0.2098	0.8544	-0.6782	-0.5639
TMEM255B	1.541	3.314	-0.4799	1.541	-0.3902	-2.491
ANKRD20A9P	0.422	0.5556	0.01378	0.3914	0.5189	-0.3866
RNF6	-0.8059	-0.273	-0.687	-0.7341	-2.263	-0.3977
CCDC169	1.007	1.499	-0.07022	0.9603	0.8234	-1.117
RUBCNL	0.4325	-0.1577	0.604	0.2989	5.664	0.5127
FBXL3	-0.3128	-0.9188	0.1279	-0.2075	-2.52	0.4549
PARP2	-0.4467	0.7127	-1.086	-0.3212	-4.669	-1.268
APEX1	0.5328	0.8378	0.4046	0.8085	-3.791	-0.1627
PNP	0.353	0.476	-0.1652	0.2975	1.124	-0.5003
RNASE6	-0.889	-0.8077	-0.4535	-0.9037	0.4926	0.2976
RNASE3	-0.1295	-0.6103	-0.01689	-0.4617	5.723	0.4571
RNASE2	0.3604	-0.1544	0.4467	0.2056	5.317	0.4138
METTL17	0.1472	-0.1847	0.4865	0.18	-0.6792	0.4495
ABHD4	-1.449	-0.7538	-1.206	-1.43	-2.749	-0.4139
OXA1L	0.7106	-0.4697	1.373	0.6857	0.3095	1.295
MRPL52	0.0429	0.1973	-0.1071	0.03413	0.1632	-0.2064
MMP14	-0.4626	-0.2128	-0.2749	-0.3522	-3.388	-0.07295
LRP10	-0.09617	-0.4479	0.1438	-0.1808	1.649	0.4081
REM2	-0.4856	-0.241	-0.6343	-0.6718	2.858	-0.3731
DHRS4L1	-0.3706	0.13	-0.6934	-0.4546	1.551	-0.5946
PCK2	-0.4096	-0.5355	0.2497	-0.2889	-3.6	0.5956
TSSK4	0.7547	1.083	0.0568	0.6847	1.859	-0.6218
NYNRIN	1.004	1.055	0.3896	0.9597	0.7266	-0.377
G2E3	-0.9932	-1.223	0.01767	-0.9402	-1.071	1.011
SCFD1	-0.2568	-0.2888	-0.05331	-0.2067	-0.9934	0.1256
COCH	-0.8579	-0.3787	-0.8933	-0.8823	0.6421	-0.2543
ARHGAP5	-0.6809	0.2291	-1.025	-0.6771	0.1187	-0.9207
AKAP6	-0.01522	0.5448	-0.288	0.2411	-5.211	-0.6171
NPAS3	-0.06437	-0.3925	0.03706	-0.2284	3.137	0.2938
SRP54	-0.8729	0.1147	-1.201	-0.8343	-0.6027	-0.9424
BRMS1L	0.8488	1.18	0.3297	1.051	-2.709	-0.6111
GEMIN2	-1.2	-1.134	-0.5758	-1.191	0.1628	0.3647
C14orf28	-0.3974	-1.137	0.2288	-0.4556	1.142	0.8549
PRPF39	-1.271	-1.586	-0.2787	-1.219	-1.031	0.8427
FANCM	-0.1399	1.59	-0.8017	-0.02679	-2.431	-1.414
LRR1	0.3134	0.629	0.2355	0.6394	-4.87	-0.3584
MGAT2	0.9477	0.9463	0.4511	0.9222	0.2519	-0.2165
KLHDC1	0.1964	0.009626	0.1684	0.1387	1.165	0.118
KLHDC2	-0.4351	1.205	-1.409	-0.3893	-0.8777	-1.831
DMAC2L	-0.8719	-1.352	-0.17	-0.8112	-1.424	0.5477
TMX1	-0.4208	-0.9364	0.192	-0.4067	-0.1634	0.7334
RTRAF	0.2759	0.369	0.2339	0.3724	-1.78	0.03749
PTGDR	0.308	0.2872	0.09547	0.2888	0.3013	-0.1815
PTGER2	0.4588	0.3715	0.5622	0.6717	-3.206	0.1139
PSMC6	1.246	1.112	0.6413	1.238	-0.1786	-0.3368
STYX	-0.1621	-0.193	0.02483	-0.1094	-1.053	0.151
CDKN3	-0.405	-0.1777	-0.1965	-0.2655	-5.104	0.02759
CGRRF1	0.4925	0.6593	0.2757	0.6419	-2.399	-0.2423
SAMD4A	-0.174	0.07793	-0.1787	-0.09195	-1.723	-0.1838
LGALS3	0.2101	0.6122	0.4872	0.7672	-8.319	-0.01642
FBXO34	1.75	0.4187	1.868	1.768	2.925	1.222
KTN1	0.2974	1.37	-0.3621	0.277	0.3308	-0.9412
RPL13AP3	-1.194	-0.696	-1.005	-1.228	0.809	-0.4785
PELI2	-0.3635	-0.3489	-0.3301	-0.487	2.141	0.04554
TMEM260	1.604	0.6142	1.504	1.566	0.335	0.7084
AP5M1	-0.006953	0.6062	-0.2768	0.0916	-1.974	-0.5631
NAA30	0.02817	-0.4923	0.6791	0.1789	-2.956	0.8264
PSMA3	1.161	0.9182	0.7188	1.178	-0.5799	-0.2494
KIAA0586	-0.5143	-0.7719	-0.1778	-0.6639	2.386	0.4301
DACT1	-0.5052	-0.4337	-0.2606	-0.513	0.2917	0.2516
DAAM1	0.02813	1.411	-1.022	-0.1262	3.144	-1.604
PPM1A	-0.9431	-1.103	-0.4428	-1.08	2.012	0.4662
RHOJ	1.262	1.583	0.3906	1.41	-2.005	-0.9341
SYNE2	0.1849	0.6428	-0.3559	0.2423	-1.137	-0.7295
MTHFD1	0.1274	-0.04775	0.5934	0.4044	-4.866	0.4458
HSPA2	0.8318	0.7387	0.3813	0.8067	0.2786	-0.3079
PLEKHG3	0.8229	0.336	0.6904	0.7522	2.721	0.2688
FUT8	-3.057	-1.875	-2.318	-2.998	-0.7516	-0.09898
GPHN	1.126	1.096	0.3875	1.078	0.8609	-0.5965
EIF2S1	-0.2327	1.451	-0.9889	-0.1352	-2.159	-1.572
PLEKHH1	0.6195	1.15	-0.1472	0.5482	1.726	-0.8139
ARG2	-1.14	-1.204	-0.8096	-1.377	2.8	0.1122
RAD51B	-0.2433	-0.08222	-0.2026	-0.2162	-0.4876	-0.1092
EXD2	-0.8865	-1.52	0.2489	-0.841	-0.8038	1.258
SLC39A9	1.031	0.178	1.339	1.092	-1.151	0.7848
SUSD6	-0.5064	-0.5589	-0.5009	-0.7572	3.568	0.04676
SMOC1	-1.06	-0.3786	-1.014	-1.003	-2.385	-0.4158
TTC9	0.1421	0.41	-0.2744	0.02459	2.541	-0.4664
PCNX1	0.1039	0.2609	-0.2857	-0.005544	2.297	-0.3861
SNORD56B	-0.2915	0.1341	-0.8894	-0.4857	3.213	-0.6612
RGS6	0.7539	0.9384	0.1504	0.7671	-0.4414	-0.5827
PSEN1	-0.1994	-1.07	0.3629	-0.328	2.346	0.9348
PAPLN	-1.902	-1.869	-1.069	-2.146	-4.789	1.078
ACOT1	-0.6693	-0.9827	0.4037	-0.6442	-6.642	1.087
ACOT2	-0.7202	-0.8742	0.03248	-0.714	-6.516	0.783
ACOT4	-0.5261	-1.244	1.652	-0.423	-3.502	1.85
DNAL1	-0.2045	-0.7307	0.3653	-0.1296	-1.569	0.7295
COQ6	0.1493	0.9839	-0.5307	0.2587	-2.065	-1.065
BBOF1	-0.1541	-0.6558	0.6658	-0.03755	-2.536	0.9366
LIN52	0.1749	-0.8938	1.302	0.1168	1.174	1.509
FCF1	0.8388	0.01294	1.005	0.8617	-0.6163	0.8017
DLST	-0.1044	0.2142	-0.09835	0.03943	-3.093	-0.2037
EIF2B2	0.1659	0.2387	0.2402	0.3424	-3.159	-0.0419
LINC01220	1.359	0.6061	1.295	1.35	3.131	0.3925
JDP2	-1.169	-1.23	-1.275	-1.79	5.276	-0.1091
VASH1	0.01241	-0.1474	0.4523	0.1862	-3.439	0.3986
GSTZ1	-0.3226	-0.005128	-0.3711	-0.2341	-2.012	-0.2116
ADCK1	0.01447	0.2037	-0.1678	0.01817	-0.07802	-0.263
FLRT2	-0.1887	-0.8433	0.543	-0.106	-1.748	0.9579
LINC02328	-0.04492	-0.3414	0.1723	-0.07312	0.5723	0.3489
GPR65	0.1462	-0.2345	0.1717	-0.03239	4.125	0.287
SPATA7	-0.4572	-0.4197	-0.3476	-0.5176	1.174	-0.06467
KCNK13	-0.1904	-1.247	1.186	-0.002029	-4.695	1.721
CPSF2	-0.02999	-0.6751	0.4966	-0.00444	-0.5037	0.8021
SLC24A4	0.3341	-0.4864	0.6398	0.1921	4.089	0.7944
RIN3	-0.7182	-0.1547	-0.9442	-0.823	1.736	-0.5731
GOLGA5	0.04071	-0.5764	0.6552	0.1139	-1.452	0.8679
OTUB2	-0.3939	0.04419	-0.5058	-0.2784	-3.202	-0.3315
IFI27	0.5592	0.3863	0.3261	0.4895	1.61	0.04072
GSKIP	-1.223	-0.9383	-0.7546	-1.2	-0.1098	0.1013
EML1	-0.6977	-0.319	-0.6694	-0.6754	-0.2553	-0.1329
EVL	-1.067	-1.064	-0.3386	-1.03	-3.266	0.6242
MIR342	-0.3211	-0.01302	-0.5984	-0.4711	2.555	-0.4262
SNORD114-2	-0.5133	-0.08725	-0.5585	-0.5142	0.1621	-0.3838
SNORD114-3	0.2037	0.6767	-0.3273	0.2109	-0.2006	-0.7073
LINC00239	-0.4417	-0.3385	-0.4049	-0.5346	1.664	-0.08014
DYNC1H1	-0.4205	0.3246	-0.6001	-0.3918	-0.477	-0.6623
TECPR2	-0.4013	-0.8895	0.127	-0.5552	2.533	0.7571
TRAF3	-0.8818	-0.1782	-0.9128	-0.843	-0.6066	-0.5795
SNORA28	0.8311	0.9487	0.1694	0.8347	-0.2935	-0.6485
MARK3	-0.6491	-0.2769	-0.7728	-0.7702	1.96	-0.3547
ZFYVE21	-0.1477	0.971	-0.5665	-0.07011	-1.606	-0.9385
ADSSL1	0.8524	1.704	-0.6263	0.7852	2.873	-1.71
PACS2	-0.6437	-0.7615	-0.2543	-0.6142	-0.4348	0.1999
CRIP2	0.9596	1.408	0.3613	1.138	-2.415	-0.6063
RPPH1	0.9854	0.5806	0.7048	0.9226	2.223	0.05455
PIP4P1	-0.2186	-0.8081	0.1889	-0.3504	2.379	0.6639
RNASE9	1.839	1.624	1.101	1.907	-1.199	-0.2817
OR6S1	0.2395	0.8101	-0.4549	0.181	1.188	-0.8821
RNASE1	1.195	1.632	-0.008794	1.217	4.135	-1.304
ZNF219	0.4397	0.5829	0.159	0.5343	-1.69	-0.3323
LINC00641	0.5406	0.9316	-0.2885	0.4568	2.18	-0.8872
SUPT16H	0.9841	-0.1749	1.436	1.079	-1.553	1.23
SNORD9	1.287	1.914	0.07895	1.236	0.9746	-1.182
DAD1	-0.07977	0.1635	-0.05289	0.05906	-2.922	-0.145
SLC7A7	-0.7053	-0.7726	-0.3494	-0.8236	1.903	0.4001
RBM23	0.2602	-0.3384	0.4423	0.09532	4.437	0.5504
PSMB5	0.5469	0.4835	0.6951	0.8458	-4.005	0.1134
ACIN1	-0.2061	-1.032	0.2871	-0.198	-0.1024	0.7223
SLC7A8	-0.7011	-0.3787	-0.4894	-0.6265	-2.049	-0.1413
DHRS4-AS1	0.1061	-0.5788	0.3264	0.1074	-0.05533	0.5004
TINF2	0.2821	0.1196	0.2998	0.2957	-0.344	0.1019
RABGGTA	-1.059	-1.234	-0.2249	-1.014	-3.02	0.7311
DHRS1	-0.477	-1.285	0.973	-0.364	-3.812	1.633
CMA1	0.209	-0.01496	0.3123	0.2078	-0.03649	0.2167
CTSG	1.205	1.167	0.422	1.226	-0.644	-0.8572
GZMH	-0.09147	0.2203	-0.371	-0.04526	-0.9171	-0.3968
NOVA1	0.107	0.05154	0.5495	0.3704	-4.73	0.2643
PRKD1	0.8641	1.406	-0.2238	0.8109	1.075	-1.18
STRN3	0.7368	0.4267	0.6994	0.8254	-1.532	0.386
HECTD1	-0.3939	-0.3653	-0.02883	-0.2955	-2.464	0.2683
CFL2	0.5524	0.1755	0.7126	0.6278	-1.387	0.3361
BAZ1A	-0.07875	-0.5054	0.05182	-0.2351	2.97	0.3311
MBIP	-0.4393	-0.1125	-0.3461	-0.3396	-2.649	-0.1711
CLEC14A	1.282	1.172	0.8603	1.463	-2.278	-0.3523
LINC00639	-0.8205	-0.6653	-0.5241	-0.8505	0.723	0.1275
SEC23A	0.3913	-1.158	1.532	0.4603	-1.313	1.897
TRAPPC6B	1.341	1.577	0.4756	1.301	0.4869	-0.5747
FBXO33	-0.004692	-0.489	0.2498	-0.07387	1.381	0.4877
MIS18BP1	-0.1104	-1.253	0.5117	-0.2871	3.268	1.147
DNAAF2	-0.006597	0.002018	0.08575	0.07266	-1.586	0.06587
POLE2	-0.4516	-0.9065	1.162	-0.327	-4.715	1.334
VCPKMT	-0.6677	-1.744	0.2674	-0.8576	2.726	1.332
CDKL1	0.1182	0.1894	0.1986	0.2748	-2.91	0.04073
MAP4K5	-0.1496	0.538	-0.5163	-0.08159	-1.391	-0.7337
SAV1	1	1.097	0.1699	0.9958	-0.1914	-0.8448
NIN	0.02205	-0.1723	0.0388	-0.07549	1.964	0.1398
PYGL	0.1123	-1.049	0.6869	-0.1257	5.487	1.201
NID2	1.27	1.099	0.6809	1.302	-0.7935	-0.5396
TXNDC16	-1.471	-1.793	-0.5913	-1.615	1.911	0.7838
ERO1A	1.103	0.4476	1.422	1.316	-2.634	0.5913
GNPNAT1	0.493	-0.3222	1.06	0.7406	-3.554	1.037
FERMT2	0.167	0.5982	-0.06333	0.3645	-3.49	-0.4721
DDHD1	1.011	-0.5907	2.004	1.086	-1.323	1.844
BMP4	0.4749	0.7892	-0.2282	0.3941	1.942	-0.7373
CNIH1	-0.6932	-1.672	0.9039	-0.6333	-1.308	1.888
GMFB	-0.06458	0.06974	-0.1086	-0.02805	-0.7199	-0.1249
MIR4308	-0.1221	-0.3139	0.0581	-0.1795	1.139	0.2697
WDHD1	1.496	1.424	1.364	1.982	-4.096	0.0672
DLGAP5	-0.6373	-0.1484	-0.8247	-0.5632	-5.032	-0.2747
ATG14	-0.3257	-1.433	0.644	-0.2704	-1.116	1.353
EXOC5	-0.1752	-0.4132	0.09068	-0.1125	-1.279	0.2775
RTN1	0.119	-0.1029	0.299	0.1389	-0.4262	0.277
DHRS7	0.5338	-0.1372	0.8876	0.5437	-0.3364	0.7053
SIX1	0.5638	0.4108	1.005	0.8679	-4.026	0.09867
TRMT5	0.3304	-0.4395	1.048	0.4201	-1.652	1.028
LINC01303	0.2057	0.7957	-0.3644	0.1096	2.092	-0.7344
HIF1A-AS2	0.1434	-0.2705	0.6263	0.2345	-1.748	0.6155
KCNH5	1.668	1.409	1.437	1.825	4.543	0.8035
PPP2R5E	0.8803	-0.08824	1.085	0.8735	-0.1153	0.9228
TEX21P	0.0619	1.111	-0.7555	0.1546	-1.817	-1.307
ZBTB25	-0.8839	-0.5779	-0.8597	-1.043	2.27	-0.2388
PLEK2	-1.266	-0.7039	-1.501	-1.328	-4.51	0.01337
PIGH	-1.109	-1.311	-0.4013	-1.054	-1.198	0.4184
ZFP36L1	-0.4604	0.4929	-0.7842	-0.3695	-2.319	-0.9074
ACTN1	-0.3958	-1.143	0.3111	-0.2725	-3.631	0.8323
ERH	-0.6677	0.09116	-0.7734	-0.5912	-2.088	-0.6608
ADAM20P1	0.4366	1.195	-0.2318	0.4389	-0.1696	-0.8528
ADAM20	-0.02113	-0.1688	0.06796	-0.03959	0.3742	0.1534
MAP3K9	-1.025	-0.6236	-1.306	-1.399	3.929	-0.4713
ZFYVE1	1.28	1.489	0.5481	1.339	-1.124	-0.5118
PNMA1	-0.909	-1.091	-0.2717	-0.8449	-2.701	0.4282
FAM161B	-0.04709	-0.2578	0.2591	0.04686	-1.907	0.3608
ENTPD5	-0.868	-0.8772	-0.2092	-0.7996	-2.164	0.5524
ALDH6A1	-0.9635	-0.9276	-0.4094	-0.8999	-2.281	0.2841
ABCD4	0.4213	0.5325	0.06471	0.4303	-0.2922	-0.3563
LTBP2	-1.219	-0.862	-1.284	-1.525	3.257	-0.1632
AREL1	0.1927	-0.6225	0.5194	0.1168	1.589	0.7629
PROX2	0.2186	-0.4675	1.175	0.3076	-1.68	1.053
MLH3	1.432	2.39	0.08966	1.571	-1.881	-1.545
TMED10	-0.2222	-0.109	0.06516	-0.03384	-4.976	0.1256
ERG28	-0.1894	-0.1896	0.3525	0.004058	-4.848	0.337
TGFB3	-0.2128	-0.1857	-0.02486	-0.1644	-0.9563	0.14
LINC02289	0.6069	-1.016	1.083	0.5167	2.992	1.393
ISM2	-1.306	-2.078	-0.1675	-1.503	2.397	1.35
SPTLC2	-0.02554	0.2691	-0.4521	-0.1772	2.979	-0.5113
SNW1	0.09813	-0.09925	0.113	0.04976	0.9619	0.1448
CEP128	1.493	1.633	0.7412	1.536	-0.9327	-0.3586
GTF2A1	-1.057	-0.8049	-0.6197	-0.9962	-1.969	0.05378
SNORA79	0.5859	0.5518	0.2289	0.5499	0.6062	-0.2346
STON2	-0.3494	0.217	-1.544	-0.677	4.777	-1.006
PTPN21	1.705	1.865	0.5866	1.741	-0.8738	-1.008
NRDE2	-0.08545	-0.2744	0.08181	-0.1289	0.8757	0.2537
TTC7B	-0.5918	0.2315	-0.655	-0.4979	-4.013	-0.6663
RPS6KA5	0.4554	-0.1393	0.5944	0.3751	1.899	0.5299
CCDC88C	1.214	1.27	0.6861	1.308	-1.507	-0.2351
FBLN5	-0.2142	-0.4191	0.4344	-0.1355	-1.665	0.5916
LGMN	-0.1852	-0.1583	-0.2102	-0.2665	1.561	-0.06272
ITPK1	-0.1364	-0.7254	0.4568	-0.2562	2.254	0.8627
ASB2	-0.6189	-0.3845	-0.5236	-0.6473	0.6724	-0.04414
SERPINA1	0.1679	-0.09022	0.09215	-0.01784	4.453	0.1285
MIR3173	0.3845	-0.2169	0.5808	0.3172	1.443	0.5724
CLMN	0.5649	0.5136	0.5608	0.7354	-2.597	0.2492
ATG2B	0.7262	1.029	-0.02428	0.7002	0.3304	-0.7672
WARS	2.078	0.7133	2.269	2.145	-1.181	1.074
MOK	-0.5879	-0.9295	0.07474	-0.5333	-1.115	0.6725
CINP	-0.2764	-0.8277	0.6595	-0.1771	-2.268	1.067
CDC42BPB	-0.7522	0.3641	-1.022	-0.6783	-3.324	-1.027
BAG5	-0.04472	0.4224	-0.5678	-0.1093	1.285	-0.6964
XRCC3	0.8038	-0.5248	1.744	0.8712	-1.249	1.576
ATP5MPL	0.2825	0.4634	0.09522	0.407	-2.212	-0.2914
AHNAK2	-0.4924	0.1094	-0.7089	-0.3965	-2.659	-0.5364
GPR132	0.3007	0.5705	-0.5032	0.1427	4.531	-0.768
BRF1	0.4509	-0.3129	1.022	0.4595	-0.2916	0.8988
ELK2AP	-1.359	-1.767	-0.9696	-1.808	4.027	0.2623
YME1L1	-1.813	-0.4179	-2.078	-1.868	1.067	-1.268
NUBPL	-0.03492	1.21	-0.6492	-8.071e-05	-0.6902	-1.144
LOC101927178	0.6346	0.6175	0.176	0.5468	3.095	-0.3035
PSMA6	0.2368	0.3806	0.2069	0.4286	-3.269	-0.1722
MNAT1	1.078	0.403	0.9913	1.033	0.7424	0.4611
SLC38A6	-0.392	-1.392	1.167	-0.2685	-3.607	1.833
PRKCH	-0.04302	0.8398	-0.6027	0.03083	-1.488	-0.991
FLJ22447	0.261	-0.1576	0.371	0.2116	0.9761	0.3829
SNAPC1	0.9298	-0.1175	1.243	0.8646	1.953	0.9754
FNTB	0.4742	-0.1968	0.8806	0.4951	-0.5203	0.7435
CHURC1-FNTB	0.4366	0.04719	0.4127	0.3676	1.514	0.2903
PTGR2	0.5783	-0.8204	1.454	0.6173	-0.8386	1.619
ZNF410	-0.4751	-0.4247	-0.2513	-0.4326	-0.7897	0.01082
FLVCR2	-0.2595	-0.9061	0.6078	-0.1483	-2.591	1.065
TTLL5	-0.9761	-1.429	-0.08935	-0.9132	-2.279	0.811
CIPC	-0.9867	-1.622	1.028	-0.9267	-2.547	1.968
SLIRP	0.4193	0.5329	0.2936	0.576	-2.553	-0.1491
TMEM251	-1.253	-1.018	-0.6683	-1.228	-3.039	0.6141
BDKRB1	-0.7867	-1.09	-0.8233	-1.176	4.389	-0.3116
VRK1	0.2627	0.7635	-0.08941	0.3169	-1.078	-0.4834
SNORD114-14	0.9759	0.2779	1.038	0.9659	-0.08228	0.5368
SNORD114-17	0.2126	0.5487	-0.3214	0.2906	-1.495	-0.6515
SNORD114-25	0.467	-0.2895	0.9941	0.4431	0.358	0.8545
COA8	0.2883	-0.1522	0.7269	0.4064	-2.111	0.5999
CRIP1	0.549	1.021	0.1078	0.7306	-2.74	-0.5935
FAM30A	-0.4389	-0.08947	-0.6541	-0.6414	3.109	-0.5334
TTC5	0.9107	0.6805	0.8291	1.079	-2.344	0.02255
AJUBA	0.4713	1.044	-0.6168	0.4296	0.7705	-1.225
EMC9	-0.5491	-0.04367	-0.7081	-0.5035	-0.8585	-0.4073
TM9SF1	-0.3092	-1.276	0.729	-0.2416	-1.427	1.386
ADCY4	0.7736	1.041	0.3388	1.008	-3.071	-0.5941
RIPK3	-0.3545	0.2357	-0.4262	-0.2742	-1.802	-0.473
HEATR5A	-2.036	-1.468	-1.339	-2.006	-0.008613	0.1098
DTD2	-2.127	-1.317	-1.588	-2.087	-1.593	-0.1622
KLHL28	2.297	2.039	1.299	2.269	-0.09352	-0.2376
LINC01599	0.1919	-0.7442	0.5597	0.137	1.103	0.8402
L3HYPDH	-0.8324	-0.01748	-1.26	-0.9111	1.39	-0.8383
CCDC175	0.9285	0.3727	1.025	1.053	-1.888	0.5425
ATP6V1D	0.1103	-0.5603	0.9984	0.2436	-2.516	1.071
VTI1B	0.02182	-0.1622	0.3268	0.1493	-2.517	0.3479
RDH11	-1.049	-1.62	-0.04608	-0.9886	-2.156	0.964
ZFYVE26	-0.9496	-0.8036	-0.4954	-0.9302	-4.284	0.2635
MED6	-0.6156	-1.989	1.009	-0.546	-1.652	2.108
